name	description	page
2207	ocuniculus_homolog_orthology_confidence	Rabbit orthology confidence [0 low, 1 high]	homologs
2208	omykiss_homolog_ensembl_gene	Rainbow trout gene stable ID	homologs
2209	omykiss_homolog_associated_gene_name	Rainbow trout gene name	homologs
2210	omykiss_homolog_ensembl_peptide	Rainbow trout protein or transcript stable ID	homologs
2211	omykiss_homolog_chromosome	Rainbow trout chromosome/scaffold name	homologs
2212	omykiss_homolog_chrom_start	Rainbow trout chromosome/scaffold start (bp)	homologs
2213	omykiss_homolog_chrom_end	Rainbow trout chromosome/scaffold end (bp)	homologs
2214	omykiss_homolog_canonical_transcript_protein	Query protein or transcript ID	homologs
2215	omykiss_homolog_subtype	Last common ancestor with Rainbow trout	homologs
2216	omykiss_homolog_orthology_type	Rainbow trout homology type	homologs
2217	omykiss_homolog_perc_id	%id. target Rainbow trout gene identical to query gene	homologs
2218	omykiss_homolog_perc_id_r1	%id. query gene identical to target Rainbow trout gene	homologs
2219	omykiss_homolog_goc_score	Rainbow trout Gene-order conservation score	homologs
2220	omykiss_homolog_orthology_confidence	Rainbow trout orthology confidence [0 low, 1 high]	homologs
2221	rnorvegicus_homolog_ensembl_gene	Rat gene stable ID	homologs
2222	rnorvegicus_homolog_associated_gene_name	Rat gene name	homologs
2223	rnorvegicus_homolog_ensembl_peptide	Rat protein or transcript stable ID	homologs
2224	rnorvegicus_homolog_chromosome	Rat chromosome/scaffold name	homologs
2225	rnorvegicus_homolog_chrom_start	Rat chromosome/scaffold start (bp)	homologs
2226	rnorvegicus_homolog_chrom_end	Rat chromosome/scaffold end (bp)	homologs
2227	rnorvegicus_homolog_canonical_transcript_protein	Query protein or transcript ID	homologs
2228	rnorvegicus_homolog_subtype	Last common ancestor with Rat	homologs
2229	rnorvegicus_homolog_orthology_type	Rat homology type	homologs
2230	rnorvegicus_homolog_perc_id	%id. target Rat gene identical to query gene	homologs
2231	rnorvegicus_homolog_perc_id_r1	%id. query gene identical to target Rat gene	homologs
2232	rnorvegicus_homolog_goc_score	Rat Gene-order conservation score	homologs
2233	rnorvegicus_homolog_wga_coverage	Rat Whole-genome alignment coverage	homologs
2234	rnorvegicus_homolog_orthology_confidence	Rat orthology confidence [0 low, 1 high]	homologs
2235	vvulpes_homolog_ensembl_gene	Red fox gene stable ID	homologs
2236	vvulpes_homolog_associated_gene_name	Red fox gene name	homologs
2237	vvulpes_homolog_ensembl_peptide	Red fox protein or transcript stable ID	homologs
2238	vvulpes_homolog_chromosome	Red fox chromosome/scaffold name	homologs
2239	vvulpes_homolog_chrom_start	Red fox chromosome/scaffold start (bp)	homologs
2240	vvulpes_homolog_chrom_end	Red fox chromosome/scaffold end (bp)	homologs
2241	vvulpes_homolog_canonical_transcript_protein	Query protein or transcript ID	homologs
2242	vvulpes_homolog_subtype	Last common ancestor with Red fox	homologs
2243	vvulpes_homolog_orthology_type	Red fox homology type	homologs
2244	vvulpes_homolog_perc_id	%id. target Red fox gene identical to query gene	homologs
2245	vvulpes_homolog_perc_id_r1	%id. query gene identical to target Red fox gene	homologs
2246	vvulpes_homolog_goc_score	Red fox Gene-order conservation score	homologs
2247	vvulpes_homolog_orthology_confidence	Red fox orthology confidence [0 low, 1 high]	homologs
2248	pnattereri_homolog_ensembl_gene	Red-bellied piranha gene stable ID	homologs
2249	pnattereri_homolog_associated_gene_name	Red-bellied piranha gene name	homologs
2250	pnattereri_homolog_ensembl_peptide	Red-bellied piranha protein or transcript stable ID	homologs
2251	pnattereri_homolog_chromosome	Red-bellied piranha chromosome/scaffold name	homologs
2252	pnattereri_homolog_chrom_start	Red-bellied piranha chromosome/scaffold start (bp)	homologs
2253	pnattereri_homolog_chrom_end	Red-bellied piranha chromosome/scaffold end (bp)	homologs
2254	pnattereri_homolog_canonical_transcript_protein	Query protein or transcript ID	homologs
2255	pnattereri_homolog_subtype	Last common ancestor with Red-bellied piranha	homologs
2256	pnattereri_homolog_orthology_type	Red-bellied piranha homology type	homologs
2257	pnattereri_homolog_perc_id	%id. target Red-bellied piranha gene identical to query gene	homologs
2258	pnattereri_homolog_perc_id_r1	%id. query gene identical to target Red-bellied piranha gene	homologs
2259	pnattereri_homolog_goc_score	Red-bellied piranha Gene-order conservation score	homologs
2260	pnattereri_homolog_orthology_confidence	Red-bellied piranha orthology confidence [0 low, 1 high]	homologs
2261	ecalabaricus_homolog_ensembl_gene	Reedfish gene stable ID	homologs
2262	ecalabaricus_homolog_associated_gene_name	Reedfish gene name	homologs
2263	ecalabaricus_homolog_ensembl_peptide	Reedfish protein or transcript stable ID	homologs
2264	ecalabaricus_homolog_chromosome	Reedfish chromosome/scaffold name	homologs
2265	ecalabaricus_homolog_chrom_start	Reedfish chromosome/scaffold start (bp)	homologs
2266	ecalabaricus_homolog_chrom_end	Reedfish chromosome/scaffold end (bp)	homologs
2267	ecalabaricus_homolog_canonical_transcript_protein	Query protein or transcript ID	homologs
2268	ecalabaricus_homolog_subtype	Last common ancestor with Reedfish	homologs
2269	ecalabaricus_homolog_orthology_type	Reedfish homology type	homologs
2270	ecalabaricus_homolog_perc_id	%id. target Reedfish gene identical to query gene	homologs
2271	ecalabaricus_homolog_perc_id_r1	%id. query gene identical to target Reedfish gene	homologs
2272	ecalabaricus_homolog_goc_score	Reedfish Gene-order conservation score	homologs
2273	ecalabaricus_homolog_orthology_confidence	Reedfish orthology confidence [0 low, 1 high]	homologs
2274	mcaroli_homolog_ensembl_gene	Ryukyu mouse gene stable ID	homologs
2275	mcaroli_homolog_associated_gene_name	Ryukyu mouse gene name	homologs
2276	mcaroli_homolog_ensembl_peptide	Ryukyu mouse protein or transcript stable ID	homologs
2277	mcaroli_homolog_chromosome	Ryukyu mouse chromosome/scaffold name	homologs
2278	mcaroli_homolog_chrom_start	Ryukyu mouse chromosome/scaffold start (bp)	homologs
2279	mcaroli_homolog_chrom_end	Ryukyu mouse chromosome/scaffold end (bp)	homologs
2280	mcaroli_homolog_canonical_transcript_protein	Query protein or transcript ID	homologs
2281	mcaroli_homolog_subtype	Last common ancestor with Ryukyu mouse	homologs
2282	mcaroli_homolog_orthology_type	Ryukyu mouse homology type	homologs
2283	mcaroli_homolog_perc_id	%id. target Ryukyu mouse gene identical to query gene	homologs
2284	mcaroli_homolog_perc_id_r1	%id. query gene identical to target Ryukyu mouse gene	homologs
2285	mcaroli_homolog_goc_score	Ryukyu mouse Gene-order conservation score	homologs
2286	mcaroli_homolog_wga_coverage	Ryukyu mouse Whole-genome alignment coverage	homologs
2287	mcaroli_homolog_orthology_confidence	Ryukyu mouse orthology confidence [0 low, 1 high]	homologs
2288	scerevisiae_homolog_ensembl_gene	Saccharomyces cerevisiae gene stable ID	homologs
2289	scerevisiae_homolog_associated_gene_name	Saccharomyces cerevisiae gene name	homologs
2290	scerevisiae_homolog_ensembl_peptide	Saccharomyces cerevisiae protein or transcript stable ID	homologs
2291	scerevisiae_homolog_chromosome	Saccharomyces cerevisiae chromosome/scaffold name	homologs
2292	scerevisiae_homolog_chrom_start	Saccharomyces cerevisiae chromosome/scaffold start (bp)	homologs
2293	scerevisiae_homolog_chrom_end	Saccharomyces cerevisiae chromosome/scaffold end (bp)	homologs
2294	scerevisiae_homolog_canonical_transcript_protein	Query protein or transcript ID	homologs
2295	scerevisiae_homolog_subtype	Last common ancestor with Saccharomyces cerevisiae	homologs
2296	scerevisiae_homolog_orthology_type	Saccharomyces cerevisiae homology type	homologs
2297	scerevisiae_homolog_perc_id	%id. target Saccharomyces cerevisiae gene identical to query gene	homologs
2298	scerevisiae_homolog_perc_id_r1	%id. query gene identical to target Saccharomyces cerevisiae gene	homologs
2299	scerevisiae_homolog_orthology_confidence	Saccharomyces cerevisiae orthology confidence [0 low, 1 high]	homologs
2300	platipinna_homolog_ensembl_gene	Sailfin molly gene stable ID	homologs
2301	platipinna_homolog_associated_gene_name	Sailfin molly gene name	homologs
2302	platipinna_homolog_ensembl_peptide	Sailfin molly protein or transcript stable ID	homologs
2303	platipinna_homolog_chromosome	Sailfin molly chromosome/scaffold name	homologs
2304	platipinna_homolog_chrom_start	Sailfin molly chromosome/scaffold start (bp)	homologs
2305	platipinna_homolog_chrom_end	Sailfin molly chromosome/scaffold end (bp)	homologs
2306	platipinna_homolog_canonical_transcript_protein	Query protein or transcript ID	homologs
2307	platipinna_homolog_subtype	Last common ancestor with Sailfin molly	homologs
2308	platipinna_homolog_orthology_type	Sailfin molly homology type	homologs
2309	platipinna_homolog_perc_id	%id. target Sailfin molly gene identical to query gene	homologs
2310	platipinna_homolog_perc_id_r1	%id. query gene identical to target Sailfin molly gene	homologs
2311	platipinna_homolog_goc_score	Sailfin molly Gene-order conservation score	homologs
2312	platipinna_homolog_orthology_confidence	Sailfin molly orthology confidence [0 low, 1 high]	homologs
2313	oarambouillet_homolog_ensembl_gene	Sheep gene stable ID	homologs
2314	oarambouillet_homolog_associated_gene_name	Sheep gene name	homologs
2315	oarambouillet_homolog_ensembl_peptide	Sheep protein or transcript stable ID	homologs
2316	oarambouillet_homolog_chromosome	Sheep chromosome/scaffold name	homologs
2317	oarambouillet_homolog_chrom_start	Sheep chromosome/scaffold start (bp)	homologs
2318	oarambouillet_homolog_chrom_end	Sheep chromosome/scaffold end (bp)	homologs
2319	oarambouillet_homolog_canonical_transcript_protein	Query protein or transcript ID	homologs
2320	oarambouillet_homolog_subtype	Last common ancestor with Sheep	homologs
2321	oarambouillet_homolog_orthology_type	Sheep homology type	homologs
2322	oarambouillet_homolog_perc_id	%id. target Sheep gene identical to query gene	homologs
2323	oarambouillet_homolog_perc_id_r1	%id. query gene identical to target Sheep gene	homologs
2324	oarambouillet_homolog_goc_score	Sheep Gene-order conservation score	homologs
2325	oarambouillet_homolog_wga_coverage	Sheep Whole-genome alignment coverage	homologs
2326	oarambouillet_homolog_orthology_confidence	Sheep orthology confidence [0 low, 1 high]	homologs
2327	cvariegatus_homolog_ensembl_gene	Sheepshead minnow gene stable ID	homologs
2328	cvariegatus_homolog_associated_gene_name	Sheepshead minnow gene name	homologs
2329	cvariegatus_homolog_ensembl_peptide	Sheepshead minnow protein or transcript stable ID	homologs
2330	cvariegatus_homolog_chromosome	Sheepshead minnow chromosome/scaffold name	homologs
2331	cvariegatus_homolog_chrom_start	Sheepshead minnow chromosome/scaffold start (bp)	homologs
2332	cvariegatus_homolog_chrom_end	Sheepshead minnow chromosome/scaffold end (bp)	homologs
2333	cvariegatus_homolog_canonical_transcript_protein	Query protein or transcript ID	homologs
2334	cvariegatus_homolog_subtype	Last common ancestor with Sheepshead minnow	homologs
2335	cvariegatus_homolog_orthology_type	Sheepshead minnow homology type	homologs
2336	cvariegatus_homolog_perc_id	%id. target Sheepshead minnow gene identical to query gene	homologs
2337	cvariegatus_homolog_perc_id_r1	%id. query gene identical to target Sheepshead minnow gene	homologs
2338	cvariegatus_homolog_goc_score	Sheepshead minnow Gene-order conservation score	homologs
2339	cvariegatus_homolog_orthology_confidence	Sheepshead minnow orthology confidence [0 low, 1 high]	homologs
2340	saraneus_homolog_ensembl_gene	Shrew gene stable ID	homologs
2341	saraneus_homolog_associated_gene_name	Shrew gene name	homologs
2342	saraneus_homolog_ensembl_peptide	Shrew protein or transcript stable ID	homologs
2343	saraneus_homolog_chromosome	Shrew chromosome/scaffold name	homologs
2344	saraneus_homolog_chrom_start	Shrew chromosome/scaffold start (bp)	homologs
2345	saraneus_homolog_chrom_end	Shrew chromosome/scaffold end (bp)	homologs
2346	saraneus_homolog_canonical_transcript_protein	Query protein or transcript ID	homologs
2347	saraneus_homolog_subtype	Last common ancestor with Shrew	homologs
2348	saraneus_homolog_orthology_type	Shrew homology type	homologs
2349	saraneus_homolog_perc_id	%id. target Shrew gene identical to query gene	homologs
2350	saraneus_homolog_perc_id_r1	%id. query gene identical to target Shrew gene	homologs
2351	saraneus_homolog_goc_score	Shrew Gene-order conservation score	homologs
2352	saraneus_homolog_orthology_confidence	Shrew orthology confidence [0 low, 1 high]	homologs
2353	mpahari_homolog_ensembl_gene	Shrew mouse gene stable ID	homologs
2354	mpahari_homolog_associated_gene_name	Shrew mouse gene name	homologs
2355	mpahari_homolog_ensembl_peptide	Shrew mouse protein or transcript stable ID	homologs
2356	mpahari_homolog_chromosome	Shrew mouse chromosome/scaffold name	homologs
2357	mpahari_homolog_chrom_start	Shrew mouse chromosome/scaffold start (bp)	homologs
2358	mpahari_homolog_chrom_end	Shrew mouse chromosome/scaffold end (bp)	homologs
2359	mpahari_homolog_canonical_transcript_protein	Query protein or transcript ID	homologs
2360	mpahari_homolog_subtype	Last common ancestor with Shrew mouse	homologs
2361	mpahari_homolog_orthology_type	Shrew mouse homology type	homologs
2362	mpahari_homolog_perc_id	%id. target Shrew mouse gene identical to query gene	homologs
2363	mpahari_homolog_perc_id_r1	%id. query gene identical to target Shrew mouse gene	homologs
2364	mpahari_homolog_goc_score	Shrew mouse Gene-order conservation score	homologs
2365	mpahari_homolog_wga_coverage	Shrew mouse Whole-genome alignment coverage	homologs
2366	mpahari_homolog_orthology_confidence	Shrew mouse orthology confidence [0 low, 1 high]	homologs
2367	bsplendens_homolog_ensembl_gene	Siamese fighting fish gene stable ID	homologs
2368	bsplendens_homolog_associated_gene_name	Siamese fighting fish gene name	homologs
2369	bsplendens_homolog_ensembl_peptide	Siamese fighting fish protein or transcript stable ID	homologs
2370	bsplendens_homolog_chromosome	Siamese fighting fish chromosome/scaffold name	homologs
2371	bsplendens_homolog_chrom_start	Siamese fighting fish chromosome/scaffold start (bp)	homologs
2372	bsplendens_homolog_chrom_end	Siamese fighting fish chromosome/scaffold end (bp)	homologs
2373	bsplendens_homolog_canonical_transcript_protein	Query protein or transcript ID	homologs
2374	bsplendens_homolog_subtype	Last common ancestor with Siamese fighting fish	homologs
2375	bsplendens_homolog_orthology_type	Siamese fighting fish homology type	homologs
2376	bsplendens_homolog_perc_id	%id. target Siamese fighting fish gene identical to query gene	homologs
2377	bsplendens_homolog_perc_id_r1	%id. query gene identical to target Siamese fighting fish gene	homologs
2378	bsplendens_homolog_goc_score	Siamese fighting fish Gene-order conservation score	homologs
2379	bsplendens_homolog_orthology_confidence	Siamese fighting fish orthology confidence [0 low, 1 high]	homologs
2380	mmoschiferus_homolog_ensembl_gene	Siberian musk deer gene stable ID	homologs
2381	mmoschiferus_homolog_associated_gene_name	Siberian musk deer gene name	homologs
2382	mmoschiferus_homolog_ensembl_peptide	Siberian musk deer protein or transcript stable ID	homologs
2383	mmoschiferus_homolog_chromosome	Siberian musk deer chromosome/scaffold name	homologs
2384	mmoschiferus_homolog_chrom_start	Siberian musk deer chromosome/scaffold start (bp)	homologs
2385	mmoschiferus_homolog_chrom_end	Siberian musk deer chromosome/scaffold end (bp)	homologs
2386	mmoschiferus_homolog_canonical_transcript_protein	Query protein or transcript ID	homologs
2387	mmoschiferus_homolog_subtype	Last common ancestor with Siberian musk deer	homologs
2388	mmoschiferus_homolog_orthology_type	Siberian musk deer homology type	homologs
2389	mmoschiferus_homolog_perc_id	%id. target Siberian musk deer gene identical to query gene	homologs
2390	mmoschiferus_homolog_perc_id_r1	%id. query gene identical to target Siberian musk deer gene	homologs
2391	mmoschiferus_homolog_goc_score	Siberian musk deer Gene-order conservation score	homologs
2392	mmoschiferus_homolog_orthology_confidence	Siberian musk deer orthology confidence [0 low, 1 high]	homologs
2393	choffmanni_homolog_ensembl_gene	Sloth gene stable ID	homologs
2394	choffmanni_homolog_associated_gene_name	Sloth gene name	homologs
2395	choffmanni_homolog_ensembl_peptide	Sloth protein or transcript stable ID	homologs
2396	choffmanni_homolog_chromosome	Sloth chromosome/scaffold name	homologs
2397	choffmanni_homolog_chrom_start	Sloth chromosome/scaffold start (bp)	homologs
2398	choffmanni_homolog_chrom_end	Sloth chromosome/scaffold end (bp)	homologs
2399	choffmanni_homolog_canonical_transcript_protein	Query protein or transcript ID	homologs
2400	choffmanni_homolog_subtype	Last common ancestor with Sloth	homologs
2401	choffmanni_homolog_orthology_type	Sloth homology type	homologs
2402	choffmanni_homolog_perc_id	%id. target Sloth gene identical to query gene	homologs
2403	choffmanni_homolog_perc_id_r1	%id. query gene identical to target Sloth gene	homologs
2404	choffmanni_homolog_goc_score	Sloth Gene-order conservation score	homologs
2405	choffmanni_homolog_orthology_confidence	Sloth orthology confidence [0 low, 1 high]	homologs
2406	catys_homolog_ensembl_gene	Sooty mangabey gene stable ID	homologs
2407	catys_homolog_associated_gene_name	Sooty mangabey gene name	homologs
2408	catys_homolog_ensembl_peptide	Sooty mangabey protein or transcript stable ID	homologs
2409	catys_homolog_chromosome	Sooty mangabey chromosome/scaffold name	homologs
2410	catys_homolog_chrom_start	Sooty mangabey chromosome/scaffold start (bp)	homologs
2411	catys_homolog_chrom_end	Sooty mangabey chromosome/scaffold end (bp)	homologs
2412	catys_homolog_canonical_transcript_protein	Query protein or transcript ID	homologs
2413	catys_homolog_subtype	Last common ancestor with Sooty mangabey	homologs
2414	catys_homolog_orthology_type	Sooty mangabey homology type	homologs
2415	catys_homolog_perc_id	%id. target Sooty mangabey gene identical to query gene	homologs
2416	catys_homolog_perc_id_r1	%id. query gene identical to target Sooty mangabey gene	homologs
2417	catys_homolog_goc_score	Sooty mangabey Gene-order conservation score	homologs
2418	catys_homolog_orthology_confidence	Sooty mangabey orthology confidence [0 low, 1 high]	homologs
2419	pcatodon_homolog_ensembl_gene	Sperm whale gene stable ID	homologs
2420	pcatodon_homolog_associated_gene_name	Sperm whale gene name	homologs
2421	pcatodon_homolog_ensembl_peptide	Sperm whale protein or transcript stable ID	homologs
2422	pcatodon_homolog_chromosome	Sperm whale chromosome/scaffold name	homologs
2423	pcatodon_homolog_chrom_start	Sperm whale chromosome/scaffold start (bp)	homologs
2424	pcatodon_homolog_chrom_end	Sperm whale chromosome/scaffold end (bp)	homologs
2425	pcatodon_homolog_canonical_transcript_protein	Query protein or transcript ID	homologs
2426	pcatodon_homolog_subtype	Last common ancestor with Sperm whale	homologs
2427	pcatodon_homolog_orthology_type	Sperm whale homology type	homologs
2428	pcatodon_homolog_perc_id	%id. target Sperm whale gene identical to query gene	homologs
2429	pcatodon_homolog_perc_id_r1	%id. query gene identical to target Sperm whale gene	homologs
2430	pcatodon_homolog_goc_score	Sperm whale Gene-order conservation score	homologs
2431	pcatodon_homolog_wga_coverage	Sperm whale Whole-genome alignment coverage	homologs
2432	pcatodon_homolog_orthology_confidence	Sperm whale orthology confidence [0 low, 1 high]	homologs
2433	apolyacanthus_homolog_ensembl_gene	Spiny chromis gene stable ID	homologs
2434	apolyacanthus_homolog_associated_gene_name	Spiny chromis gene name	homologs
2435	apolyacanthus_homolog_ensembl_peptide	Spiny chromis protein or transcript stable ID	homologs
2436	apolyacanthus_homolog_chromosome	Spiny chromis chromosome/scaffold name	homologs
2437	apolyacanthus_homolog_chrom_start	Spiny chromis chromosome/scaffold start (bp)	homologs
2438	apolyacanthus_homolog_chrom_end	Spiny chromis chromosome/scaffold end (bp)	homologs
2439	apolyacanthus_homolog_canonical_transcript_protein	Query protein or transcript ID	homologs
2440	apolyacanthus_homolog_subtype	Last common ancestor with Spiny chromis	homologs
2441	apolyacanthus_homolog_orthology_type	Spiny chromis homology type	homologs
2442	apolyacanthus_homolog_perc_id	%id. target Spiny chromis gene identical to query gene	homologs
2443	apolyacanthus_homolog_perc_id_r1	%id. query gene identical to target Spiny chromis gene	homologs
2444	apolyacanthus_homolog_goc_score	Spiny chromis Gene-order conservation score	homologs
2445	apolyacanthus_homolog_orthology_confidence	Spiny chromis orthology confidence [0 low, 1 high]	homologs
2446	loculatus_homolog_ensembl_gene	Spotted gar gene stable ID	homologs
2447	loculatus_homolog_associated_gene_name	Spotted gar gene name	homologs
2448	loculatus_homolog_ensembl_peptide	Spotted gar protein or transcript stable ID	homologs
2449	loculatus_homolog_chromosome	Spotted gar chromosome/scaffold name	homologs
2450	loculatus_homolog_chrom_start	Spotted gar chromosome/scaffold start (bp)	homologs
2451	loculatus_homolog_chrom_end	Spotted gar chromosome/scaffold end (bp)	homologs
2452	loculatus_homolog_canonical_transcript_protein	Query protein or transcript ID	homologs
2453	loculatus_homolog_subtype	Last common ancestor with Spotted gar	homologs
2454	loculatus_homolog_orthology_type	Spotted gar homology type	homologs
2455	loculatus_homolog_perc_id	%id. target Spotted gar gene identical to query gene	homologs
2456	loculatus_homolog_perc_id_r1	%id. query gene identical to target Spotted gar gene	homologs
2457	loculatus_homolog_goc_score	Spotted gar Gene-order conservation score	homologs
2458	loculatus_homolog_orthology_confidence	Spotted gar orthology confidence [0 low, 1 high]	homologs
2459	itridecemlineatus_homolog_ensembl_gene	Squirrel gene stable ID	homologs
2460	itridecemlineatus_homolog_associated_gene_name	Squirrel gene name	homologs
2461	itridecemlineatus_homolog_ensembl_peptide	Squirrel protein or transcript stable ID	homologs
2462	itridecemlineatus_homolog_chromosome	Squirrel chromosome/scaffold name	homologs
2463	itridecemlineatus_homolog_chrom_start	Squirrel chromosome/scaffold start (bp)	homologs
2464	itridecemlineatus_homolog_chrom_end	Squirrel chromosome/scaffold end (bp)	homologs
2465	itridecemlineatus_homolog_canonical_transcript_protein	Query protein or transcript ID	homologs
2466	itridecemlineatus_homolog_subtype	Last common ancestor with Squirrel	homologs
2467	itridecemlineatus_homolog_orthology_type	Squirrel homology type	homologs
2468	itridecemlineatus_homolog_perc_id	%id. target Squirrel gene identical to query gene	homologs
2469	itridecemlineatus_homolog_perc_id_r1	%id. query gene identical to target Squirrel gene	homologs
2470	itridecemlineatus_homolog_goc_score	Squirrel Gene-order conservation score	homologs
2471	itridecemlineatus_homolog_orthology_confidence	Squirrel orthology confidence [0 low, 1 high]	homologs
2472	mspicilegus_homolog_ensembl_gene	Steppe mouse gene stable ID	homologs
2473	mspicilegus_homolog_associated_gene_name	Steppe mouse gene name	homologs
2474	mspicilegus_homolog_ensembl_peptide	Steppe mouse protein or transcript stable ID	homologs
2475	mspicilegus_homolog_chromosome	Steppe mouse chromosome/scaffold name	homologs
2476	mspicilegus_homolog_chrom_start	Steppe mouse chromosome/scaffold start (bp)	homologs
2477	mspicilegus_homolog_chrom_end	Steppe mouse chromosome/scaffold end (bp)	homologs
2478	mspicilegus_homolog_canonical_transcript_protein	Query protein or transcript ID	homologs
2479	mspicilegus_homolog_subtype	Last common ancestor with Steppe mouse	homologs
2480	mspicilegus_homolog_orthology_type	Steppe mouse homology type	homologs
2481	mspicilegus_homolog_perc_id	%id. target Steppe mouse gene identical to query gene	homologs
2482	mspicilegus_homolog_perc_id_r1	%id. query gene identical to target Steppe mouse gene	homologs
2483	mspicilegus_homolog_goc_score	Steppe mouse Gene-order conservation score	homologs
2484	mspicilegus_homolog_orthology_confidence	Steppe mouse orthology confidence [0 low, 1 high]	homologs
2485	gaculeatus_homolog_ensembl_gene	Stickleback gene stable ID	homologs
2486	gaculeatus_homolog_associated_gene_name	Stickleback gene name	homologs
2487	gaculeatus_homolog_ensembl_peptide	Stickleback protein or transcript stable ID	homologs
2488	gaculeatus_homolog_chromosome	Stickleback chromosome/scaffold name	homologs
2489	gaculeatus_homolog_chrom_start	Stickleback chromosome/scaffold start (bp)	homologs
2490	gaculeatus_homolog_chrom_end	Stickleback chromosome/scaffold end (bp)	homologs
2491	gaculeatus_homolog_canonical_transcript_protein	Query protein or transcript ID	homologs
2492	gaculeatus_homolog_subtype	Last common ancestor with Stickleback	homologs
2493	gaculeatus_homolog_orthology_type	Stickleback homology type	homologs
2494	gaculeatus_homolog_perc_id	%id. target Stickleback gene identical to query gene	homologs
2495	gaculeatus_homolog_perc_id_r1	%id. query gene identical to target Stickleback gene	homologs
2496	gaculeatus_homolog_goc_score	Stickleback Gene-order conservation score	homologs
2497	gaculeatus_homolog_orthology_confidence	Stickleback orthology confidence [0 low, 1 high]	homologs
2498	csyrichta_homolog_ensembl_gene	Tarsier gene stable ID	homologs
2499	csyrichta_homolog_associated_gene_name	Tarsier gene name	homologs
2500	csyrichta_homolog_ensembl_peptide	Tarsier protein or transcript stable ID	homologs
2501	csyrichta_homolog_chromosome	Tarsier chromosome/scaffold name	homologs
2502	csyrichta_homolog_chrom_start	Tarsier chromosome/scaffold start (bp)	homologs
2503	csyrichta_homolog_chrom_end	Tarsier chromosome/scaffold end (bp)	homologs
2504	csyrichta_homolog_canonical_transcript_protein	Query protein or transcript ID	homologs
2505	csyrichta_homolog_subtype	Last common ancestor with Tarsier	homologs
2506	csyrichta_homolog_orthology_type	Tarsier homology type	homologs
2507	csyrichta_homolog_perc_id	%id. target Tarsier gene identical to query gene	homologs
2508	csyrichta_homolog_perc_id_r1	%id. query gene identical to target Tarsier gene	homologs
2509	csyrichta_homolog_goc_score	Tarsier Gene-order conservation score	homologs
2510	csyrichta_homolog_orthology_confidence	Tarsier orthology confidence [0 low, 1 high]	homologs
2511	sharrisii_homolog_ensembl_gene	Tasmanian devil gene stable ID	homologs
2512	sharrisii_homolog_associated_gene_name	Tasmanian devil gene name	homologs
2513	sharrisii_homolog_ensembl_peptide	Tasmanian devil protein or transcript stable ID	homologs
2514	sharrisii_homolog_chromosome	Tasmanian devil chromosome/scaffold name	homologs
2515	sharrisii_homolog_chrom_start	Tasmanian devil chromosome/scaffold start (bp)	homologs
2516	sharrisii_homolog_chrom_end	Tasmanian devil chromosome/scaffold end (bp)	homologs
2517	sharrisii_homolog_canonical_transcript_protein	Query protein or transcript ID	homologs
2518	sharrisii_homolog_subtype	Last common ancestor with Tasmanian devil	homologs
2519	sharrisii_homolog_orthology_type	Tasmanian devil homology type	homologs
2520	sharrisii_homolog_perc_id	%id. target Tasmanian devil gene identical to query gene	homologs
2521	sharrisii_homolog_perc_id_r1	%id. query gene identical to target Tasmanian devil gene	homologs
2522	sharrisii_homolog_goc_score	Tasmanian devil Gene-order conservation score	homologs
2523	sharrisii_homolog_orthology_confidence	Tasmanian devil orthology confidence [0 low, 1 high]	homologs
2524	tnigroviridis_homolog_ensembl_gene	Tetraodon gene stable ID	homologs
2525	tnigroviridis_homolog_associated_gene_name	Tetraodon gene name	homologs
2526	tnigroviridis_homolog_ensembl_peptide	Tetraodon protein or transcript stable ID	homologs
2527	tnigroviridis_homolog_chromosome	Tetraodon chromosome/scaffold name	homologs
2528	tnigroviridis_homolog_chrom_start	Tetraodon chromosome/scaffold start (bp)	homologs
2529	tnigroviridis_homolog_chrom_end	Tetraodon chromosome/scaffold end (bp)	homologs
2530	tnigroviridis_homolog_canonical_transcript_protein	Query protein or transcript ID	homologs
2531	tnigroviridis_homolog_subtype	Last common ancestor with Tetraodon	homologs
2532	tnigroviridis_homolog_orthology_type	Tetraodon homology type	homologs
2533	tnigroviridis_homolog_perc_id	%id. target Tetraodon gene identical to query gene	homologs
2534	tnigroviridis_homolog_perc_id_r1	%id. query gene identical to target Tetraodon gene	homologs
2535	tnigroviridis_homolog_goc_score	Tetraodon Gene-order conservation score	homologs
2536	tnigroviridis_homolog_orthology_confidence	Tetraodon orthology confidence [0 low, 1 high]	homologs
2537	tctriunguis_homolog_ensembl_gene	Three-toed box turtle gene stable ID	homologs
2538	tctriunguis_homolog_associated_gene_name	Three-toed box turtle gene name	homologs
2539	tctriunguis_homolog_ensembl_peptide	Three-toed box turtle protein or transcript stable ID	homologs
2540	tctriunguis_homolog_chromosome	Three-toed box turtle chromosome/scaffold name	homologs
2541	tctriunguis_homolog_chrom_start	Three-toed box turtle chromosome/scaffold start (bp)	homologs
2542	tctriunguis_homolog_chrom_end	Three-toed box turtle chromosome/scaffold end (bp)	homologs
2543	tctriunguis_homolog_canonical_transcript_protein	Query protein or transcript ID	homologs
2544	tctriunguis_homolog_subtype	Last common ancestor with Three-toed box turtle	homologs
2545	tctriunguis_homolog_orthology_type	Three-toed box turtle homology type	homologs
